smiles,pIC50
c1ccnc(Nc2cccc(OCC)c2)c1N1CC(C)CC1,7.0
c1nc(Nc2ccc(C)cc2)nc(n1)NCC(C)C,7.477
c1cc(OC)c2[nH]c(-c3ccnc(NCC)n3)nc2c1,7.61
COc1cc2nc(N1CC(C)CC1)nc(Nc3ccc(C#N)cc3)c2cc1OC,6.482
c1nc(Nc2ccc(C#N)cc2)nc(n1)NCC(C)C,8.762
c1cnc(Nc2cc(CC)ccc2)nc1NC1CC1,9.041
c1cnc(Nc2cccc(Br)c2)nc1N1CCCC1,7.242
c1cnc(Nc2cccc(OC(F)(F)F)c2)nc1N1CCCCC1,6.534
c1cnc(Nc2cc(C(F)(F)F)ccc2)nc1NC1CCC1,7.164
c1ccnc(Nc2ccc(CN)cc2)c1N1CCCC(O)C1,7.095
c1ccnc(Nc2ccc(C(=O)NC)cc2)c1N1CC(O)CC1,6.642
c1ccnc(Nc2ccc(Cl)cc2)c1N1CCNCC1,7.46
c1ccnc(Nc2cccc(C1CC1)c2)c1N1CC(C)CC1,8.192
COc1cc2nc(N1CCC(O)CC1)nc(Nc3ccc(C1CCC1)cc3)c2cc1OC,7.693
COc1cc2nc(NC1CC1)nc(Nc3ccc(C1CCC1)cc3)c2cc1OC,
COc1cc2nc(N1CCN(C)CC1)nc(Nc3cccc(C(=O)N)c3)c2cc1OC,6.296
c1ccnc(Nc2cccc(N(C)C)c2)c1N1CCC(N)CC1,7.505
c1cnc(Nc2ccc(C(=O)N)cc2)nc1NCC1CC1,6.1
O=C(O)CCN1CCN(c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)CC1,6.568
c1cnc(Nc2ccc(OC(C)C)cc2)nc1N1CC(F)(F)C1,6.192
c1cc(OC)c2[nH]c(-c3ccnc(N1CCCCC1)n3)nc2c1,7.888
c1ccnc(Nc2ccc(C(C)C)cc2)c1N1CCN(C)CC1,6.802
c1cnc(Nc2cccc(NC(=O)C)c2)nc1N(C)CC,9.183
c1cnc(Nc2cc(CN)ccc2)nc1N1CCCCC1C,8.269
COc1cc2nc(N1CCOC1)nc(Nc3cccc(OCC)c3)c2cc1OC,7.186
c1cnc(Nc2ccc(OCCC)cc2)nc1N(CC)CC,8.988
c1ccnc(Nc2ccc(Cl)cc2)c1N1CC(O)CC1,
c1ccc(Nc2nccc(Cc3ccc(Nc4nccc(N5CCOCC5)n4)cc3)n2)cc1,6.449
c1cnc(Nc2cc(C1CC1)ccc2)nc1N1CC(C)CC1,8.403
c1ccnc(Nc2ccc(Cl)cc2)c1NC1CCNCC1,7.992
c1ccnc(Nc2ccc(C(C)C)cc2)c1N1CC(O)CC1,7.503
c1cnc(Nc2cc(OC(C)C)ccc2)nc1N1CC(O)CC1,7.731
c1nc(Nc2cccc(OCC)c2)nc(n1)N1CCC(F)CC1,8.4
c1ccc2nc(N1CCOC1)nc(Nc3cccc(OCC)c3)c2c1,7.497
c1cnc(Nc2cc(OCCF)ccc2)nc1N1CCOC1,7.213
c1cnc2cc(Nc3ccc(OC(F)(F)F)cc3)cn2c1,5.806
c1ccc2nc(N1CCN(C)CC1)nc(Nc3ccc(C#N)cc3)c2c1,7.498
c1ccc2nc(N1CCC(N)CC1)nc(Nc3cccc(C(=O)NC)c3)c2c1,5.859
c1nc(Nc2cccc(C(=O)N)c2)nc(n1)N1CCN(CC)CC1,7.424
c1cc(Cl)c2[nH]c(-c3ccnc(N1CCCC1)n3)nc2c1,7.192
c1ccc2nc(NC1CC1)nc(Nc3ccc(C1CCC1)cc3)c2c1,9.351
c1cnc(Nc2ccc(C(C)C)cc2)nc1N1CCNCC1,6.39
c1ccnc(Nc2cccc(C(F)(F)F)c2)c1N1CCC(F)CC1,7.929
c1ccc2nc(NC1CC1)nc(Nc3cccc(S(=O)(=O)C)c3)c2c1,7.952
c1c(C)cc2[nH]c(-c3ccnc(N1CCOCC1)n3)nc2c1,
c1ccnc(Nc2cccc(N(C)C)c2)c1N1CC(C)CC1,8.196
c1ccc2nc(N1CCOC1)nc(Nc3cccc(N(C)C)c3)c2c1,7.876
c1cnc(Nc2ccc(C(=O)O)cc2)nc1N1CCCC1C,7.532
c1ccc2nc(N1CCCC1)nc(Nc3cccc(OC)c3)c2c1,
c1c(F)cc2[nH]c(-c3ccnc(NCC)n3)nc2c1,5.613
COc1cc2nc(N1CCN(C)CC1)nc(Nc3ccc(OC)cc3)c2cc1OC,7.067
c1cnc(Nc2cc(C(C)(C)C)ccc2)nc1N1CCC(F)CC1,
COc1cc2nc(N1CCOC1)nc(Nc3ccc(OC)cc3)c2cc1OC,7.191
c1ccc2nc(N1CCNCC1)nc(Nc3ccc(Br)cc3)c2c1,6.66
c1ccnc(Nc2ccc(C#N)cc2)c1N1CCN(CC)CC1,7.304
c1ccnc(Nc2cccc(OC(F)(F)F)c2)c1N1CC(O)CC1,6.906
c1cc(Nc2ccc(F)cc2)ncc1NCCC,6.506
c1ccc2nc(N1CCC(O)CC1)nc(Nc3ccc(F)cc3)c2c1,6.556
c1ccnc(Nc2cccc(N(C)C)c2)c1NC1CCNCC1,7.615
c1cnc(Nc2ccc(C(C)C)cc2)nc1N1CCN(CC)CC1,5.817
c1cnc(Nc2ccc(C1CCC1)cc2)nc1N1CCOC1,9.266
c1cnc2[nH]cc(Nc3ccc(NS(=O)(=O)C)cc3)c2n1,8.159
c1ccnc(Nc2ccc(CCC)cc2)c1NC1CC1,7.0
c1ccc2nc(NCCC)nc(Nc3cccc(C(C)C)c3)c2c1,6.487
COc1cc2nc(N1CCOC1)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,7.81
c1cnc(Nc2cc(C(C)(C)C)ccc2)nc1N(CC)CC,7.004
c1cnc2c(Nc3ccc(C(F)(F)F)cc3)ccn2c1,5.839
c1cnc(Nc2ccc(C(=O)NCC)cc2)nc1N(C)CC,7.342
c1ccc2nc(N1CCCC1)nc(Nc3ccc(CCC)cc3)c2c1,6.81
COc1cc2nc(NC1CC1)nc(Nc3cccc(CN)c3)c2cc1OC,7.535
c1ccc2nc(N(C)CC)nc(Nc3cccc(S(=O)(=O)C)c3)c2c1,7.645
c1cnc2cc(Nc3ccc(C(=O)N)cc3)cn2c1,7.626
c1ccc2nc(NC1CCNCC1)nc(Nc3ccc(Cl)cc3)c2c1,
c1cnc(Nc2cccc3[nH]ncc23)nc1NCC(C)C,6.234
c1nc(Nc2ccc(NC(=O)C)cc2)nc(n1)N1CCCCC1,7.708
c1cnc(Nc2cc(OCCC)ccc2)nc1NCCC,7.961
c1cnc(Nc2cc(C1CCC1)ccc2)nc1N1CCN(C)CC1,7.797
c1nc(Nc2cccc(C(F)(F)F)c2)nc(n1)N1CCC(N)CC1,
c1ccc2[nH]c(-c3ccnc(NCCC)n3)nc2c1,6.804
c1ccc2nc(N1CCCC(O)C1)nc(Nc3cccc(OCC)c3)c2c1,9.5
c1ccnc(Nc2ccc(C1CC1)cc2)c1N1CCCCC1,7.684
c1cnc2[nH]cc(Nc3ccc(C(=O)NCC)cc3)c2n1,6.266
c1ccc2nc(N(C)CC)nc(Nc3ccc(OCC)cc3)c2c1,6.777
c1cnc(Nc2ccc(NS(=O)(=O)C)cc2)nc1NCCC,6.659
c1ccc2nc(NCC)nc(Nc3ccc(C)cc3)c2c1,7.799
COc1cc2nc(N1CCN(CC)CC1)nc(Nc3ccc(OC(F)(F)F)cc3)c2cc1OC,5.057
c1c(Cl)cc2[nH]c(-c3ccnc(N1CCN(C)CC1)n3)nc2c1,7.358
c1cc(Nc2ccc(OC)cc2)ncc1N1CC(O)CC1,6.749
c1nc(Nc2ccc(NC(=O)C)cc2)nc(n1)N1CCC(N)CC1,6.626
c1ccc2nc(N1CCOC1)nc(Nc3ccc(N(C)C)cc3)c2c1,7.17
c1ccc2nc(NCCC)nc(Nc3cccc(CN)c3)c2c1,7.995
c1cnc2c(Nc3ccc(C(=O)N)cc3)ccn2c1,7.125
c1cc(Nc2ccc(C1CC1)cc2)ncc1N(C)CC,6.608
c1ccnc(Nc2cccc(Br)c2)c1N1CC(C)CC1,6.967
c1c(F)cc2[nH]c(-c3ccnc(N1CCCC1)n3)nc2c1,7.313
c1cnc(Nc2cc(Br)ccc2)nc1NC1CCC1,8.708
c1ccc2nc(N1CCN(CC)CC1)nc(Nc3ccc(CC)cc3)c2c1,7.809
c1cnc(Nc2cc(OCCC)ccc2)nc1N(C)CC,8.252
c1cnc(Nc2cc(OC)ccc2)nc1N1CCCC1C,7.677
c1ccnc(Nc2ccc(CN)cc2)c1NCC(C)C,7.123
COc1cc2nc(N1CCCC(O)C1)nc(Nc3ccc(C(F)(F)F)cc3)c2cc1OC,7.601
COc1cc2nc(N1CCNCC1)nc(Nc3cccc(CCC)c3)c2cc1OC,5.124
c1ccc2nc(N1CCC(F)CC1)nc(Nc3ccc(F)cc3)c2c1,6.626
c1cnc(Nc2ccc(C(=O)N)cc2)nc1N1CCC(N)CC1,8.763
c1cnc(Nc2ccc(C(=O)NC)cc2)nc1N1CC(O)CC1,7.08
c1ccc2nc(N1CCN(C)CC1)nc(Nc3ccc(C1CCC1)cc3)c2c1,6.666
c1ccc2nc(NCC(C)C)nc(Nc3ccc(C)cc3)c2c1,6.283
c1cnc(Nc2ccc(C#N)cc2)nc1N1CCC(F)CC1,9.466
c1cnc2c(Nc3ccc(C(=O)NC)cc3)ccn2c1,6.956
c1nc(Nc2ccc(C1CC1)cc2)nc(n1)N1CC(C)CC1,8.147
c1nc(Nc2ccc(C1CC1)cc2)nc(n1)N1CCCC(O)C1,
c1cnc(Nc2ccc(C(=O)O)cc2)nc1N1CCCCC1C,8.066
c1cnc(Nc2cc(N(C)C)ccc2)nc1NCCC,7.363
c1cnc(Nc2cc(N(C)C)ccc2)nc1N(CC)CC,5.558
c1cnc(Nc2ccc(NCC)cc2)nc1N1CCN(CC)CC1,7.865
c1ccnc(Nc2cccc(S(=O)(=O)C)c2)c1N1CCCC1,7.357
c1ccnc(Nc2ccc(OCC)cc2)c1NCCC,8.044
COc1cc2nc(N1CCCCC1)nc(Nc3ccc(OC)cc3)c2cc1OC,
c1ccc2nc(NC)nc(Nc3ccc(C(=O)N)cc3)c2c1,
c1cnc(Nc2cc(NS(=O)(=O)C)ccc2)nc1N1CCCC1,7.19
c1cnc(Nc2ccc(S(=O)(=O)C)cc2)nc1N1CCCC(O)C1,6.502
c1cnc(Nc2cccc(S(=O)(=O)C)c2)nc1N1CCNCC1,5.733
c1ccc2nc(N1CCN(CC)CC1)nc(Nc3cccc(OCC)c3)c2c1,
COc1cc2nc(N1CCC(F)CC1)nc(Nc3ccc(C1CC1)cc3)c2cc1OC,8.01
COc1cc2nc(N(C)CC)nc(Nc3cccc(N(C)C)c3)c2cc1OC,8.352
COc1cc2nc(NC1CCNCC1)nc(Nc3ccc(OC(F)(F)F)cc3)c2cc1OC,6.742
COc1cc2nc(N1CCN(CC)CC1)nc(Nc3cccc(C(C)C)c3)c2cc1OC,6.957
c1ccnc(Nc2cccc(CC)c2)c1N1CCOC1,8.171
COc1cc2nc(N1CCOC1)nc(Nc3cccc(Br)c3)c2cc1OC,6.762
c1cnc(Nc2cc(C(C)(C)C)ccc2)nc1N1CCCC1,6.21
c1ccc2nc(N1CCCC(O)C1)nc(Nc3ccc(NC(=O)C)cc3)c2c1,6.713
c1cnc(Nc2ccc(F)cc2)nc1N1CC(O)CC1,7.469
c1ccnc(Nc2ccc(C1CC1)cc2)c1NCCC,7.058
c1cnc(Nc2ccc(CN)cc2)nc1N1CCOCC1,6.914
c1cnc(Nc2ccc(C(=O)NCC)cc2)nc1NC1CCNCC1,8.109
c1cnc(Nc2cc(C(=O)N)ccc2)nc1N1CC(F)(F)C1,8.477
COc1cc2nc(N1CCN(C)CC1)nc(Nc3ccc(C1CCC1)cc3)c2cc1OC,6.361
c1c(F)cc2[nH]c(-c3ccnc(N(CC)CC)n3)nc2c1,6.953
c1cnc(Nc2ccc(C#N)cc2)nc1NC1CCC1,8.288
c1ccc2nc(NC1CCNCC1)nc(Nc3ccc(OC(F)(F)F)cc3)c2c1,
c1cnc(Nc2ccc(OCC)cc2)nc1N1CCOCC1,6.663
COc1cc2nc(N1CCC(O)CC1)nc(Nc3ccc(C(=O)NC)cc3)c2cc1OC,7.665
c1cnc(Nc2ccc(OCCF)cc2)nc1NC1CCC1,7.97
c1ccc2nc(N1CCCCC1)nc(Nc3ccc(C(C)C)cc3)c2c1,7.3
c1nc(Nc2ccc(F)cc2)nc(n1)NCC,8.078
c1cc(C)c2[nH]c(-c3ccnc(N1CCC(OC)CC1)n3)nc2c1,7.212
c1nc(Nc2ccc(OC)cc2)nc(n1)NC1CCNCC1,6.095
c1cnc(Nc2ccc(Br)cc2)nc1NC1CCNCC1,7.292
c1c(F)cc2[nH]c(-c3ccnc(NC1CCNCC1)n3)nc2c1,7.294
c1ccc2nc(NCC(C)C)nc(Nc3cccc(CN)c3)c2c1,6.748
c1ccnc(Nc2cccc(Cl)c2)c1NCCC,7.729
c1cnc(Nc2cc(C#N)ccc2)nc1NCC1CC1,7.956
c1nc(Nc2cccc(C(C)C)c2)nc(n1)NCC,8.04
c1ccnc(Nc2cccc(C#N)c2)c1N1CCN(C)CC1,7.153
c1cnc(Nc2cc(c1ccsc1)ccc2)nc1N(CC)CC,7.532
c1ccc2nc(N1CCOC1)nc(Nc3cccc(C)c3)c2c1,7.787
COc1cc2nc(N1CCCC(O)C1)nc(Nc3ccc(C(=O)N)cc3)c2cc1OC,6.992
c1cnc(Nc2ccc(OC(C)C)cc2)nc1N1CCN(C)CC1,7.481
c1cnc(Nc2ccc(CN)cc2)nc1N1CCNCC1,6.953
c1cc(Nc2ccc(C(=O)NC)cc2)ncc1N(C)CC,
c1cnc(Nc2ccc(OCCF)cc2)nc1N1CCCC(O)C1,6.52
c1cnc(Nc2ccc(C(=O)NC)cc2)nc1N1CCNCC1,8.291
c1nc(Nc2ccc(Cl)cc2)nc(n1)NC,8.227
COc1cc2nc(N1CC(C)CC1)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,
COc1cc2nc(NCC)nc(Nc3ccc(N(C)C)cc3)c2cc1OC,7.06
COc1cc2nc(N1CCOCC1)nc(Nc3cccc(F)c3)c2cc1OC,7.428
c1cnc(Nc2ccc(F)cc2)nc1N1CCC(F)CC1,7.868
c1cnc(Nc2ccc3[nH]nc(C)c3c2)nc1N1CCC(N)CC1,7.728
c1nc(Nc2cccc(N(C)C)c2)nc(n1)N1CC(C)CC1,6.989
c1ccnc(Nc2ccc(NC(=O)C)cc2)c1N1CCOC1,6.737
c1cnc(Nc2ccc(C1CC1)cc2)nc1N1CCN(CC)CC1,6.203
c1cnc(Nc2ccc(CN)cc2)nc1N1CC(F)(F)C1,
c1ccc2nc(N1CC(C)CC1)nc(Nc3cccc(N(C)C)c3)c2c1,
COc1cc2nc(N1CC(O)CC1)nc(Nc3ccc(C1CC1)cc3)c2cc1OC,8.917
c1nc(Nc2ccc(C#N)cc2)nc(n1)N1CCN(CC)CC1,7.797
c1nc(Nc2ccc(C1CC1)cc2)nc(n1)NCCC,7.563
COc1cc2nc(N1CCN(C)CC1)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,8.409
c1cc(Nc2ccc(C1CC1)cc2)ncc1N1CC(O)CC1,8.902
c1nc(Nc2cccc(CCC)c2)nc(n1)N1CCOCC1,6.635
c1cnc(Nc2ccc(C(C)C)cc2)nc1N1CCCC1,7.527
c1cnc(Nc2cccc(NC(=O)C)c2)nc1N1CC(O)CC1,6.245
COc1cc2nc(N1CCC(N)CC1)nc(Nc3cccc(C)c3)c2cc1OC,7.878
c1cnc(Nc2ccc(C)cc2)nc1N1CCCCC1,7.929
c1ccc2nc(N(C)CC)nc(Nc3cccc(CCC)c3)c2c1,8.216
c1cnc(Nc2ccc(C(=O)NC)cc2)nc1N1CCOCC1,6.727
c1cnc(Nc2ccc(CC)cc2)nc1N1CCCC(O)C1,7.18
COc1cc2nc(NCC)nc(Nc3ccc(C#N)cc3)c2cc1OC,8.12
c1cnc(Nc2cccc(Cl)c2)nc1N1CCCCC1,7.854
c1ccnc(Nc2ccc(CN)cc2)c1N1CCNCC1,6.495
c1cnc(Nc2cc(C(=O)N)ccc2)nc1NCC(C)C,
c1nc(Nc2ccc(C(=O)N)cc2)nc(n1)N1CCC(N)CC1,6.398
c1nc(Nc2cccc(OCC)c2)nc(n1)NC1CC1,7.582
c1cc(Nc2ccc(C(F)(F)F)cc2)ncc1NC1CCNCC1,8.317
c1cnc(Nc2cc(Br)ccc2)nc1NCC1CC1,7.421
c1ccnc(Nc2cccc(C#N)c2)c1N1CCC(F)CC1,8.354
c1cnc(Nc2cc(C(=O)NCC)ccc2)nc1N1CCN(C(=O)C)CC1,5.223
c1cnc(Nc2ccc(OC)cc2)nc1NCC,7.812
c1cnc(Nc2ccc3[nH]ncc3c2)nc1N1CCOC1,7.626
c1nc(Nc2ccc(C(=O)N)cc2)nc(n1)N(C)CC,8.605
c1cnc(Nc2ccc(C(=O)NC)cc2)nc1N1CCCC1,
c1cnc(Nc2cc(OCCC)ccc2)nc1N1CCNCC1,7.446
c1nc(Nc2ccc(C(C)(C)C)cc2)c2nc[nH]c2n1,6.698
c1ccnc(Nc2cccc(N(C)C)c2)c1N1CCN(C)CC1,6.503
c1cnc(Nc2ccc(OC(F)(F)F)cc2)nc1NC1CCC1,5.986
c1cnc(Nc2cccc(NC(=O)C)c2)nc1N1CCOC1,7.888
c1cnc(Nc2ccc(C(=O)O)cc2)nc1NCC,7.805
c1ccc2nc(NC1CCNCC1)nc(Nc3ccc(OC)cc3)c2c1,7.119
c1cc(Cl)c2[nH]c(-c3ccnc(NCC)n3)nc2c1,8.541
c1cnc(Nc2ccc(C(C)(C)C)cc2)nc1N1CCOC1,7.602
COc1cc2nc(N1CCOCC1)nc(Nc3cccc(N(C)C)c3)c2cc1OC,7.73
c1ccc2nc(N1CCC(N)CC1)nc(Nc3cccc(C1CCC1)c3)c2c1,6.014
c1nc(Nc2cccc(C(F)(F)F)c2)nc(n1)N1CCOC1,
c1nc(Nc2cccc(C(=O)N)c2)nc(n1)NCC,
c1cc(F)c2[nH]c(-c3ccnc(NC1CCNCC1)n3)nc2c1,7.808
c1nc(Nc2cccc(C(=O)NC)c2)nc(n1)N1CCNCC1,6.753
c1cnc(Nc2ccc(Br)cc2)nc1N1CC(O)CC1,7.199
c1ccc2nc(N1CCN(C)CC1)nc(Nc3ccc(S(=O)(=O)C)cc3)c2c1,7.843
c1cnc(Nc2ccc(CN)cc2)nc1N1CCOC1,7.403
c1ccnc(Nc2cccc(C(=O)N)c2)c1N1CCOCC1,7.843
c1ccnc(Nc2ccc(S(=O)(=O)C)cc2)c1NCC(C)C,7.373
COc1cc2nc(N1CCCC1)nc(Nc3cccc(CN)c3)c2cc1OC,7.245
c1cnc(Nc2ccc(NS(=O)(=O)C)cc2)nc1N(CC)CC,6.728
c1cnc(Nc2cccc(C(F)(F)F)c2)nc1NCC,
c1ccnc(Nc2cccc(CCC)c2)c1N1CCC(O)CC1,7.436
c1cnc(Nc2ccc(N(C)C)cc2)nc1N1CCC(F)CC1,7.151
c1cc(Nc2ccc(C(=O)N)cc2)ncc1NC1CC1,
c1cc(Nc2ccc(CCC)cc2)ncc1N1CCCC(O)C1,7.32
c1cc(Nc2ccc(C(=O)N)cc2)ncc1N1CCOC1,6.412
c1ccc2nc(NC1CCNCC1)nc(Nc3cccc(C)c3)c2c1,6.588
c1ccc2nc(N1CCC(O)CC1)nc(Nc3ccc(C(C)C)cc3)c2c1,6.948
c1cnc(Nc2ccc(C(C)(C)C)cc2)nc1NCC(C)C,8.776
c1nc(Nc2ccc(C1CCC1)cc2)nc(n1)N1CCOCC1,6.647
COc1cc2nc(NCCC)nc(Nc3cccc(C#N)c3)c2cc1OC,
c1cnc(Nc2cc(C(=O)O)ccc2)nc1NC1CC1,6.619
c1ccc2nc(N1CC(O)CC1)nc(Nc3cccc(Br)c3)c2c1,7.282
c1nc(Nc2cccc(CN)c2)nc(n1)NC1CC1,6.451
c1nc(Nc2ccc(C1CC1)cc2)c2nc[nH]c2n1,
c1ccc2nc(NCCC)nc(Nc3cccc(C(F)(F)F)c3)c2c1,6.378
c1cnc(Nc2ccc(S(=O)(=O)C)cc2)nc1N1CCCC1,8.047
c1cnc(Nc2cc(NCC)ccc2)nc1N1CCNCC1,8.49
c1nc(Nc2cccc(N(C)C)c2)nc(n1)N1CCCC(O)C1,8.768
c1ccc2nc(N1CCCC(O)C1)nc(Nc3cccc(C(C)C)c3)c2c1,6.325
COc1cc2nc(N1CCNCC1)nc(Nc3cccc(C1CC1)c3)c2cc1OC,8.073
COc1cc2nc(NCC(C)C)nc(Nc3cccc(C1CCC1)c3)c2cc1OC,7.392
c1nc(Nc2ccc(C)cc2)nc(n1)N1CCCCC1,7.915
c1ccnc(Nc2ccc(C1CCC1)cc2)c1N1CCN(CC)CC1,7.228
c1ccc2nc(N1CCN(CC)CC1)nc(Nc3ccc(F)cc3)c2c1,7.561
c1cnc(Nc2ccc(c1ccoc1)cc2)nc1N(CC)CC,8.389
c1ccnc(Nc2ccc(Br)cc2)c1N1CCN(CC)CC1,8.249
c1nc(Nc2ccc(c1ccsc1)cc2)c2nc[nH]c2n1,6.075
c1ccnc(Nc2ccc(C1CC1)cc2)c1NC1CCNCC1,6.401
c1nc(Nc2ccc(S(=O)(=O)C)cc2)nc(n1)N1CCN(C)CC1,
c1nc(Nc2ccc(C#N)cc2)nc(n1)N1CCNCC1,7.166
c1cnc(Nc2ccc(Cl)cc2)nc1N(CC)CC,7.857
c1cnc(Nc2cccc(OCC)c2)nc1NC1CCNCC1,
c1cc(Nc2ccc(OC)cc2)ncc1N1CCN(C)CC1,
COc1cc2nc(N1CCCC1)nc(Nc3ccc(CCC)cc3)c2cc1OC,7.09
c1cnc(Nc2cc(OC)ccc2)nc1NCC1CC1,5.931
c1cnc(Nc2ccc(C1CC1)cc2)nc1NCC(C)C,8.662
c1cc(Nc2ccc(CCC)cc2)ncc1N1CCOC1,6.677
c1cnc(Nc2ccc(NS(=O)(=O)C)cc2)nc1N1CCOC1,6.856
c1ccnc(Nc2cccc(N(C)C)c2)c1N1CCOC1,6.401
c1cnc(Nc2ccc(S(=O)(=O)C)cc2)nc1N1CCCCC1,8.459
COc1cc2nc(N1CCCC(O)C1)nc(Nc3cccc(Cl)c3)c2cc1OC,8.654
c1ccnc(Nc2cccc(CC)c2)c1NCC(C)C,8.412
c1ccc2nc(NCC(C)C)nc(Nc3cccc(C#N)c3)c2c1,7.907
c1cc(Nc2ccc(Cl)cc2)ncc1NCC(C)C,7.162
c1ccnc(Nc2ccc(OC(F)(F)F)cc2)c1NC1CCNCC1,6.525
c1ccc2nc(N1CCN(CC)CC1)nc(Nc3ccc(S(=O)(=O)C)cc3)c2c1,6.886
c1ccc2nc(NCC(C)C)nc(Nc3ccc(Cl)cc3)c2c1,
c1ccnc(Nc2ccc(C(C)C)cc2)c1N1CCN(CC)CC1,7.158
c1cnc(Nc2cc(OCCF)ccc2)nc1N1CC(C)CC1,8.001
c1ccc2nc(N1CCCCC1)nc(Nc3cccc(NC(=O)C)c3)c2c1,8.063
COc1cc2nc(N1CCN(CC)CC1)nc(Nc3cccc(CN)c3)c2cc1OC,7.974
c1cnc(Nc2cccc(OCC)c2)nc1N1CCN(C)CC1,8.088
c1ccc2nc(N1CCC(O)CC1)nc(Nc3ccc(C(F)(F)F)cc3)c2c1,6.814
c1ccnc(Nc2cccc(Br)c2)c1N1CCC(N)CC1,6.272
c1cnc(Nc2ccc(OCC)cc2)nc1N1CCC(F)CC1,8.529
COc1cc2nc(N1CCCC1)nc(Nc3cccc(C1CCC1)c3)c2cc1OC,7.669
c1cnc2cc(Nc3cccc(NCC)c3)cn2c1,8.605
c1cnc(Nc2cc(OC(C)C)ccc2)nc1N1CC(C)CC1,7.663
c1cnc(Nc2cc(S(=O)(=O)C)ccc2)nc1NC1CC1,6.764
c1ccnc(Nc2cccc(CC)c2)c1NC,8.809
c1cc(OC)c2[nH]c(-c3ccnc(N1CCOC1)n3)nc2c1,7.064
c1cnc2cc(Nc3ccc(CC)cc3)cn2c1,7.262
COc1cc2nc(NC)nc(Nc3ccc(CC)cc3)c2cc1OC,
c1nc(Nc2ccc(CN)cc2)nc(n1)NC1CCNCC1,
c1cnc(Nc2cc(C(=O)O)ccc2)nc1N1CCC(OC)CC1,6.562
c1nc(Nc2cccc(C#N)c2)nc(n1)N1CCN(CC)CC1,7.814
c1cnc(Nc2ccc(Cl)cc2)nc1N1CCNCC1,7.361
c1cnc(Nc2cc(NCC)ccc2)nc1NCCC,8.553
COc1cc2nc(N1CCCC1)nc(Nc3ccc(OCC)cc3)c2cc1OC,7.522
c1cc(Nc2ccc(C(=O)N)cc2)ncc1N1CCCC1,7.398
c1ccnc(Nc2ccc(OC(F)(F)F)cc2)c1N1CC(O)CC1,7.115
c1cnc(Nc2ccc(CCC)cc2)nc1NC1CCNCC1,
c1cnc(Nc2cccc3[nH]ncc23)nc1NC1CC1,7.401
c1nc(Nc2cccc(OC(F)(F)F)c2)nc(n1)N1CCOC1,8.769
c1nc(Nc2ccc(N(C)C)cc2)nc(n1)N1CCOCC1,7.082
c1cnc(Nc2cc(C1CCC1)ccc2)nc1N1CC(F)(F)C1,6.207
c1cnc(Nc2ccc(OCCC)cc2)nc1NC,6.651
c1ccc2[nH]c(Nc3ccnc(N(C)CC)n3)nc2c1,6.355
c1ccnc(Nc2ccc(CC)cc2)c1NC1CCNCC1,8.113
c1cnc(Nc2ccc(OCC)cc2)nc1NC,7.201
c1ccc2nc(N1CCC(O)CC1)nc(Nc3ccc(Cl)cc3)c2c1,7.976
c1ccnc(Nc2cccc(CN)c2)c1N1CCN(C)CC1,8.3
c1cc(Nc2ccc(Cl)cc2)ncc1N1CCC(N)CC1,6.871
COc1cc2nc(N1CCNCC1)nc(Nc3ccc(OCC)cc3)c2cc1OC,7.597
c1ccnc(Nc2cccc(F)c2)c1N1CCOCC1,
c1nc(Nc2ccc(NC(=O)C)cc2)nc(n1)NCC(C)C,8.114
c1cnc(Nc2ccc(C1CC1)cc2)nc1N1CCOCC1,
c1ccnc(Nc2ccc(F)cc2)c1NC1CCNCC1,7.65
c1ccnc(Nc2cccc(CCC)c2)c1N1CCCC(O)C1,5.593
c1cnc(Nc2cc(OC(C)C)ccc2)nc1NCC1CC1,
c1cnc(Nc2cc(F)ccc2)nc1NCC(C)C,6.243
c1cnc(Nc2ccc(OCCC)cc2)nc1N1CC(F)(F)C1,7.014
c1cnc(Nc2cc(C1CC1)ccc2)nc1NC1CC1,7.582
c1ccnc(Nc2cccc(C#N)c2)c1NCCC,7.713
c1cnc(Nc2ccc(-c3nc(C)cs3)cc2)nc1N1CCOCC1,
COc1cc2nc(N1CCOCC1)nc(Nc3ccc(C(=O)NC)cc3)c2cc1OC,6.082
c1cnc(Nc2cc(CN)ccc2)nc1N1CCCC(O)C1,8.36
c1cnc(Nc2ccc(C(=O)NCC)cc2)nc1N1CCN(C(=O)C)CC1,6.476
c1nc(Nc2cccc(OC)c2)nc(n1)N1CCC(N)CC1,7.901
c1nc(Nc2cccc(N(C)C)c2)nc(n1)NCC(C)C,6.883
COc1cc2nc(N1CCCC1)nc(Nc3ccc(C(F)(F)F)cc3)c2cc1OC,7.745
c1cnc(Nc2cc(F)ccc2)nc1N1CC(C)CC1,6.685
c1ccc2nc(N1CCC(N)CC1)nc(Nc3ccc(S(=O)(=O)C)cc3)c2c1,7.094
c1ccnc(Nc2ccc(Cl)cc2)c1NC,7.584
c1cc(Nc2ccc(CN)cc2)ncc1N(C)CC,6.286
